image_id,hotel_id,chain_id,country_name,socket_detected,yolo_confidence,socket_class,class_confidence,socket_score
2639533,21778,51,australia,No,,NAN,,-1
2647131,3218,3,australia,No,,NAN,,-1
2647133,3218,3,australia,No,,NAN,,-1
2647134,3218,3,australia,No,,NAN,,-1
2647482,9465,3,australia,No,,NAN,,-1
2648766,93916,92,australia,No,,NAN,,-1
2648767,93916,92,australia,No,,NAN,,-1
2648769,93916,92,australia,Yes,79.9,I,99.1,1
2652361,51199,-1,australia,No,,NAN,,-1
2652362,51199,-1,australia,No,,NAN,,-1
2652363,51199,-1,australia,No,,NAN,,-1
2653845,13959,50,australia,No,,NAN,,-1
2655233,36739,-1,australia,No,,NAN,,-1
2655234,36739,-1,australia,No,,NAN,,-1
2656792,141610,-1,australia,No,,NAN,,-1
2656795,141610,-1,australia,Yes,70.0,B,46.1,-1
2658062,13590,2,australia,No,,NAN,,-1
2658063,13590,2,australia,No,,NAN,,-1
2659472,5590,29,australia,No,,NAN,,-1
2659473,5590,29,australia,No,,NAN,,-1
2659554,40912,-1,australia,No,,NAN,,-1
2660929,10169,46,australia,No,,NAN,,-1
2661290,32577,-1,australia,No,,NAN,,-1
2661293,32577,-1,australia,No,,NAN,,-1
2661697,113723,-1,australia,No,,NAN,,-1
2661698,113723,-1,australia,No,,NAN,,-1
2663479,141610,-1,australia,No,,NAN,,-1
2663481,141610,-1,australia,No,,NAN,,-1
2664977,22103,2,australia,Yes,74.5,NOISE,87.8,0
2665726,23703,-1,australia,Yes,78.7,I,80.5,1
2665727,23703,-1,australia,No,,NAN,,-1
2665729,23703,-1,australia,Yes,80.5,I,99.7,1
2666075,1319,51,australia,No,,NAN,,-1
2666077,1319,51,australia,No,,NAN,,-1
2666370,72012,-1,australia,No,,NAN,,-1
2666371,72012,-1,australia,No,,NAN,,-1
2666372,72012,-1,australia,No,,NAN,,-1
2666414,6738,-1,australia,No,,NAN,,-1
2667510,3232,51,australia,No,,NAN,,-1
2668014,45664,-1,australia,Yes,66.1,DM,92.5,-1
2668368,3408,51,australia,No,,NAN,,-1
2668369,3408,51,australia,No,,NAN,,-1
2668957,141610,-1,australia,Yes,72.6,B,88.3,-1
2672137,38978,27,australia,No,,NAN,,-1
2672187,14568,71,australia,No,,NAN,,-1
2672189,14568,71,australia,No,,NAN,,-1
2672979,35147,51,australia,No,,NAN,,-1
2675103,23417,-1,australia,No,,NAN,,-1
2675105,23417,-1,australia,No,,NAN,,-1
2675106,23417,-1,australia,No,,NAN,,-1
2677642,19209,-1,australia,No,,NAN,,-1
2677643,19209,-1,australia,No,,NAN,,-1
2677645,19209,-1,australia,Yes,62.4,JN,33.7,-1
2682651,138888,-1,australia,No,,NAN,,-1
2683087,19001,-1,australia,No,,NAN,,-1
2684777,89326,-1,australia,No,,NAN,,-1
2684778,89326,-1,australia,No,,NAN,,-1
2684925,79183,-1,australia,Yes,83.4,I,93.5,1
2687074,16628,90,australia,No,,NAN,,-1
2687614,9465,3,australia,Yes,64.6,I,92.5,1
2690595,131897,-1,australia,No,,NAN,,-1
2690893,66468,18,australia,No,,NAN,,-1
2690894,66468,18,australia,No,,NAN,,-1
2690895,66468,18,australia,No,,NAN,,-1
2691050,25279,51,australia,No,,NAN,,-1
2691052,25279,51,australia,No,,NAN,,-1
2691053,25279,51,australia,No,,NAN,,-1
2691306,136686,51,australia,No,,NAN,,-1
2691307,136686,51,australia,No,,NAN,,-1
2691944,4908,-1,australia,No,,NAN,,-1
2692932,38217,82,australia,Yes,78.8,I,96.5,1
2693878,14568,71,australia,No,,NAN,,-1
2694753,13363,-1,australia,No,,NAN,,-1
2702310,12614,-1,australia,No,,NAN,,-1
2702312,12614,-1,australia,No,,NAN,,-1
2702313,12614,-1,australia,Yes,65.2,DM,91.0,-1
3835427,13329,-1,australia,No,,NAN,,-1
3835430,13329,-1,australia,No,,NAN,,-1
3837080,1006,1,australia,No,,NAN,,-1
3841645,40185,-1,australia,No,,NAN,,-1
3841646,40185,-1,australia,No,,NAN,,-1
3841647,40185,-1,australia,Yes,74.8,DM,72.7,-1
3842040,11428,45,australia,No,,NAN,,-1
3843667,6978,-1,australia,No,,NAN,,-1
3844619,135417,-1,australia,No,,NAN,,-1
3844697,6534,-1,australia,No,,NAN,,-1
3851744,13757,2,australia,No,,NAN,,-1
3851745,13757,2,australia,Yes,70.5,DM,87.6,-1
3858456,38331,-1,australia,No,,NAN,,-1
3862695,28411,-1,australia,No,,NAN,,-1
3865722,1795,57,australia,No,,NAN,,-1
3865723,1795,57,australia,No,,NAN,,-1
3866459,14260,25,australia,No,,NAN,,-1
3866947,641,18,australia,No,,NAN,,-1
3868211,23417,-1,australia,No,,NAN,,-1
3873231,40600,-1,australia,No,,NAN,,-1
3873233,40600,-1,australia,No,,NAN,,-1
3873234,40600,-1,australia,No,,NAN,,-1
3874206,6978,-1,australia,No,,NAN,,-1
3874208,6978,-1,australia,No,,NAN,,-1
3877725,134287,-1,australia,No,,NAN,,-1
3877726,134287,-1,australia,No,,NAN,,-1
3877728,134287,-1,australia,Yes,77.7,DM,55.5,-1
3878263,6978,-1,australia,No,,NAN,,-1
3878264,6978,-1,australia,No,,NAN,,-1
3878265,6978,-1,australia,No,,NAN,,-1
3878830,6978,-1,australia,No,,NAN,,-1
3878831,6978,-1,australia,No,,NAN,,-1
3878832,6978,-1,australia,No,,NAN,,-1
3879189,52038,-1,australia,No,,NAN,,-1
3879203,6978,-1,australia,No,,NAN,,-1
3879204,6978,-1,australia,No,,NAN,,-1
3884409,11927,51,australia,No,,NAN,,-1
3884410,11927,51,australia,No,,NAN,,-1
3887097,112615,-1,australia,No,,NAN,,-1
3888169,938,10,australia,No,,NAN,,-1
3888171,938,10,australia,No,,NAN,,-1
3889529,7748,80,australia,No,,NAN,,-1
3889530,7748,80,australia,No,,NAN,,-1
3889862,15453,-1,australia,No,,NAN,,-1
3890488,140676,-1,australia,No,,NAN,,-1
3890490,140676,-1,australia,No,,NAN,,-1
3890491,140676,-1,australia,No,,NAN,,-1
3890757,13959,50,australia,No,,NAN,,-1
3890759,13959,50,australia,No,,NAN,,-1
3892118,109692,45,australia,No,,NAN,,-1
3892701,16704,45,australia,No,,NAN,,-1
3892973,11094,-1,australia,No,,NAN,,-1
3892974,11094,-1,australia,No,,NAN,,-1
3892976,11094,-1,australia,No,,NAN,,-1
3893485,4908,-1,australia,No,,NAN,,-1
3893607,11428,45,australia,Yes,65.7,NOISE,76.3,0
3893608,11428,45,australia,No,,NAN,,-1
3893609,11428,45,australia,Yes,77.8,B,81.7,-1
3894854,32685,57,australia,No,,NAN,,-1
3895216,5590,29,australia,No,,NAN,,-1
3895218,5590,29,australia,No,,NAN,,-1
3900970,123545,-1,australia,No,,NAN,,-1
3901403,11927,51,australia,Yes,77.3,DM,66.7,-1
3902819,39957,46,australia,No,,NAN,,-1
3902822,39957,46,australia,No,,NAN,,-1
3903000,88976,-1,australia,No,,NAN,,-1
3903924,765,-1,australia,No,,NAN,,-1
3903925,765,-1,australia,No,,NAN,,-1
3904716,6978,-1,australia,No,,NAN,,-1
3906038,114233,18,australia,No,,NAN,,-1
3906391,141610,-1,australia,No,,NAN,,-1
3906393,141610,-1,australia,No,,NAN,,-1
3907227,43779,-1,australia,No,,NAN,,-1
3911881,75115,-1,australia,No,,NAN,,-1
3911882,75115,-1,australia,No,,NAN,,-1
3913973,13757,2,australia,No,,NAN,,-1
3918676,89326,-1,australia,No,,NAN,,-1
3918678,89326,-1,australia,No,,NAN,,-1
3919525,122262,84,australia,No,,NAN,,-1
3920654,14060,-1,australia,Yes,62.7,NOISE,96.4,0
3921659,130352,-1,australia,No,,NAN,,-1
3921662,130352,-1,australia,No,,NAN,,-1
3923037,938,10,australia,No,,NAN,,-1
3923981,43779,-1,australia,No,,NAN,,-1
3927043,53381,88,australia,No,,NAN,,-1
3929359,12746,-1,australia,No,,NAN,,-1
3929360,12746,-1,australia,No,,NAN,,-1
3929361,12746,-1,australia,No,,NAN,,-1
3929362,12746,-1,australia,No,,NAN,,-1
3930871,10154,-1,australia,No,,NAN,,-1
3932460,84972,45,australia,No,,NAN,,-1
3932462,84972,45,australia,No,,NAN,,-1
3932599,11927,51,australia,No,,NAN,,-1
3932601,11927,51,australia,No,,NAN,,-1
3932602,11927,51,australia,No,,NAN,,-1
3932606,11927,51,australia,No,,NAN,,-1
3935309,76757,45,australia,No,,NAN,,-1
3935310,76757,45,australia,No,,NAN,,-1
3935527,6521,46,australia,No,,NAN,,-1
3936674,51469,-1,australia,No,,NAN,,-1
3936676,51469,-1,australia,No,,NAN,,-1
3937030,51469,-1,australia,No,,NAN,,-1
3939390,25279,51,australia,No,,NAN,,-1
3939391,25279,51,australia,No,,NAN,,-1
3939392,25279,51,australia,No,,NAN,,-1
3940264,13208,66,australia,No,,NAN,,-1
3942178,17249,-1,australia,No,,NAN,,-1
3942180,17249,-1,australia,No,,NAN,,-1
3942181,17249,-1,australia,No,,NAN,,-1
3942279,13363,-1,australia,No,,NAN,,-1
3942280,13363,-1,australia,Yes,77.1,I,32.1,1
3942281,13363,-1,australia,No,,NAN,,-1
3945469,34022,-1,australia,No,,NAN,,-1
3945470,34022,-1,australia,No,,NAN,,-1
3946548,91904,-1,australia,No,,NAN,,-1
3946550,91904,-1,australia,Yes,72.2,NOISE,98.4,0
3950247,32899,0,australia,No,,NAN,,-1
3950248,32899,0,australia,No,,NAN,,-1
3950249,32899,0,australia,No,,NAN,,-1
3950250,32899,0,australia,No,,NAN,,-1
3952217,89326,-1,australia,No,,NAN,,-1
3954002,47813,88,australia,No,,NAN,,-1
3954003,47813,88,australia,No,,NAN,,-1
3954004,47813,88,australia,No,,NAN,,-1
3958029,4908,-1,australia,No,,NAN,,-1
3958030,4908,-1,australia,No,,NAN,,-1
3958032,4908,-1,australia,No,,NAN,,-1
3958212,127487,-1,australia,No,,NAN,,-1
3958213,127487,-1,australia,No,,NAN,,-1
3960739,40600,-1,australia,No,,NAN,,-1
3960740,40600,-1,australia,No,,NAN,,-1
3961323,75115,-1,australia,No,,NAN,,-1
2603897,11851,71,austria,No,,NAN,,-1
2618574,20607,-1,austria,No,,NAN,,-1
2667540,9099,3,austria,No,,NAN,,-1
2667541,9099,3,austria,No,,NAN,,-1
2676439,107112,-1,austria,No,,NAN,,-1
2681882,39870,59,austria,No,,NAN,,-1
2681885,39870,59,austria,Yes,78.6,NOISE,98.1,0
3872269,6883,-1,austria,No,,NAN,,-1
3872270,6883,-1,austria,No,,NAN,,-1
3872272,6883,-1,austria,No,,NAN,,-1
3874113,19629,33,austria,No,,NAN,,-1
3879842,20607,-1,austria,No,,NAN,,-1
3879844,20607,-1,austria,No,,NAN,,-1
3928810,6883,-1,austria,No,,NAN,,-1
3942171,29505,59,austria,No,,NAN,,-1
3946622,14679,-1,austria,No,,NAN,,-1
3946623,14679,-1,austria,No,,NAN,,-1
3946624,14679,-1,austria,No,,NAN,,-1
3946922,14679,-1,austria,Yes,60.2,NOISE,99.1,0
3946924,14679,-1,austria,No,,NAN,,-1
3946925,14679,-1,austria,No,,NAN,,-1
3946928,14679,-1,austria,No,,NAN,,-1
2657437,67507,2,azerbaijan,No,,NAN,,-1
2657438,67507,2,azerbaijan,No,,NAN,,-1
2653777,28569,-1,bahrain,No,,NAN,,-1
2687190,112118,66,bahrain,No,,NAN,,-1
2693630,114544,33,bangladesh,No,,NAN,,-1
2652670,76849,-1,belgium,No,,NAN,,-1
2652672,76849,-1,belgium,No,,NAN,,-1
2652673,76849,-1,belgium,No,,NAN,,-1
2671926,26523,-1,belgium,No,,NAN,,-1
2671927,26523,-1,belgium,Yes,83.3,F,60.6,-1
2675379,93299,-1,belgium,No,,NAN,,-1
2682934,17908,65,belgium,No,,NAN,,-1
2684767,88622,76,belgium,Yes,74.1,F,57.3,-1
2690171,93757,45,belgium,No,,NAN,,-1
2690173,93757,45,belgium,Yes,81.4,F,96.6,-1
3842962,74283,-1,belgium,No,,NAN,,-1
3842963,74283,-1,belgium,No,,NAN,,-1
3842964,74283,-1,belgium,No,,NAN,,-1
3849402,26523,-1,belgium,No,,NAN,,-1
3851488,14884,49,belgium,No,,NAN,,-1
3851490,14884,49,belgium,No,,NAN,,-1
3854659,46038,92,belgium,No,,NAN,,-1
3854660,46038,92,belgium,No,,NAN,,-1
3854661,46038,92,belgium,No,,NAN,,-1
3857329,9509,-1,belgium,No,,NAN,,-1
3857330,9509,-1,belgium,No,,NAN,,-1
3857333,9509,-1,belgium,No,,NAN,,-1
3857334,9509,-1,belgium,No,,NAN,,-1
3865710,7437,2,belgium,No,,NAN,,-1
3865711,7437,2,belgium,No,,NAN,,-1
3874929,15635,-1,belgium,No,,NAN,,-1
3874930,15635,-1,belgium,No,,NAN,,-1
3874932,15635,-1,belgium,No,,NAN,,-1
3883847,88622,76,belgium,Yes,68.3,NOISE,97.4,0
3883848,88622,76,belgium,No,,NAN,,-1
3891180,76837,45,belgium,No,,NAN,,-1
3891182,76837,45,belgium,No,,NAN,,-1
3895581,23001,-1,belgium,No,,NAN,,-1
3934482,87721,-1,belgium,No,,NAN,,-1
3934484,87721,-1,belgium,No,,NAN,,-1
3934485,87721,-1,belgium,No,,NAN,,-1
3934486,87721,-1,belgium,No,,NAN,,-1
3934488,87721,-1,belgium,No,,NAN,,-1
3940527,37801,-1,belgium,Yes,76.4,F,98.0,-1
3940530,37801,-1,belgium,No,,NAN,,-1
3948328,76576,-1,belgium,No,,NAN,,-1
3948329,76576,-1,belgium,No,,NAN,,-1
3948330,76576,-1,belgium,No,,NAN,,-1
3957705,76580,-1,belgium,No,,NAN,,-1
3957706,76580,-1,belgium,No,,NAN,,-1
2590456,63342,-1,brazil,No,,NAN,,-1
2590457,63342,-1,brazil,No,,NAN,,-1
2590458,63342,-1,brazil,No,,NAN,,-1
2616851,38986,46,brazil,No,,NAN,,-1
2616852,38986,46,brazil,No,,NAN,,-1
2616853,38986,46,brazil,Yes,70.5,NOISE,68.3,0
2616854,38986,46,brazil,No,,NAN,,-1
2622390,24938,-1,brazil,No,,NAN,,-1
2622391,24938,-1,brazil,No,,NAN,,-1
2622413,24938,-1,brazil,No,,NAN,,-1
2622414,24938,-1,brazil,No,,NAN,,-1
2622416,24938,-1,brazil,No,,NAN,,-1
2636209,56540,-1,brazil,No,,NAN,,-1
2636210,56540,-1,brazil,No,,NAN,,-1
2656390,15760,76,brazil,No,,NAN,,-1
2656392,15760,76,brazil,No,,NAN,,-1
2656393,15760,76,brazil,No,,NAN,,-1
2665759,11973,-1,brazil,No,,NAN,,-1
2665761,11973,-1,brazil,No,,NAN,,-1
2673020,2173,-1,brazil,No,,NAN,,-1
2680581,39444,59,brazil,No,,NAN,,-1
2680583,39444,59,brazil,Yes,77.7,DM,56.4,-1
3884885,39405,3,brazil,No,,NAN,,-1
3911731,62064,-1,brazil,No,,NAN,,-1
3911733,62064,-1,brazil,No,,NAN,,-1
3912530,39444,59,brazil,No,,NAN,,-1
3912532,39444,59,brazil,No,,NAN,,-1
3927457,47015,-1,brazil,Yes,71.5,NOISE,54.4,0
3927458,47015,-1,brazil,No,,NAN,,-1
3927459,47015,-1,brazil,No,,NAN,,-1
3940929,14707,-1,brazil,No,,NAN,,-1
3940931,14707,-1,brazil,No,,NAN,,-1
3941940,2363,-1,brazil,No,,NAN,,-1
3941941,2363,-1,brazil,Yes,63.0,B,38.3,-1
5998830,3032,65,brunei,No,,NAN,,-1
5998831,3032,65,brunei,Yes,80.1,DM,88.9,-1
5998832,3032,65,brunei,No,,NAN,,-1
5998833,3032,65,brunei,No,,NAN,,-1
5998837,3032,65,brunei,No,,NAN,,-1
5998838,3032,65,brunei,No,,NAN,,-1
2661702,17305,73,bulgaria,No,,NAN,,-1
2661703,17305,73,bulgaria,No,,NAN,,-1
3861131,21782,-1,bulgaria,Yes,66.5,F,99.4,1
3861133,21782,-1,bulgaria,No,,NAN,,-1
3861134,21782,-1,bulgaria,No,,NAN,,-1
3915378,26607,-1,bulgaria,No,,NAN,,-1
3915379,26607,-1,bulgaria,No,,NAN,,-1
3915380,26607,-1,bulgaria,No,,NAN,,-1
3915383,26607,-1,bulgaria,No,,NAN,,-1
3915384,26607,-1,bulgaria,No,,NAN,,-1
3920656,48492,0,bulgaria,No,,NAN,,-1
3920657,48492,0,bulgaria,No,,NAN,,-1
3920658,48492,0,bulgaria,No,,NAN,,-1
2589648,96676,-1,cambodia,No,,NAN,,-1
2589649,96676,-1,cambodia,No,,NAN,,-1
2589651,96676,-1,cambodia,No,,NAN,,-1
2595786,73724,-1,cambodia,No,,NAN,,-1
2600743,110774,-1,cambodia,No,,NAN,,-1
2600744,110774,-1,cambodia,No,,NAN,,-1
2600745,110774,-1,cambodia,No,,NAN,,-1
2604960,47468,-1,cambodia,No,,NAN,,-1
2604962,47468,-1,cambodia,No,,NAN,,-1
2608881,50305,-1,cambodia,No,,NAN,,-1
2621683,49103,-1,cambodia,No,,NAN,,-1
2636867,47468,-1,cambodia,No,,NAN,,-1
2636868,47468,-1,cambodia,No,,NAN,,-1
2636869,47468,-1,cambodia,No,,NAN,,-1
2639621,132376,-1,cambodia,No,,NAN,,-1
2639622,132376,-1,cambodia,No,,NAN,,-1
2639623,132376,-1,cambodia,No,,NAN,,-1
2675643,78232,-1,cambodia,No,,NAN,,-1
2683027,50305,-1,cambodia,No,,NAN,,-1
2683028,50305,-1,cambodia,No,,NAN,,-1
2691023,85285,-1,cambodia,Yes,64.8,NOISE,78.8,0
3865150,73165,23,cambodia,No,,NAN,,-1
3865151,73165,23,cambodia,Yes,77.1,B,49.7,-1
3865152,73165,23,cambodia,No,,NAN,,-1
3902185,67237,-1,cambodia,No,,NAN,,-1
3902187,67237,-1,cambodia,No,,NAN,,-1
3902188,67237,-1,cambodia,No,,NAN,,-1
3904642,74758,-1,cambodia,No,,NAN,,-1
3904643,74758,-1,cambodia,No,,NAN,,-1
3904644,74758,-1,cambodia,No,,NAN,,-1
3904646,74758,-1,cambodia,No,,NAN,,-1
3908552,67641,-1,cambodia,No,,NAN,,-1
3908555,67641,-1,cambodia,No,,NAN,,-1
3914296,48701,-1,cambodia,No,,NAN,,-1
3914297,48701,-1,cambodia,No,,NAN,,-1
3914298,48701,-1,cambodia,Yes,83.2,DM,69.3,-1
3927857,92858,-1,cambodia,No,,NAN,,-1
3927858,92858,-1,cambodia,Yes,76.4,NOISE,99.8,0
3927859,92858,-1,cambodia,No,,NAN,,-1
2588903,75207,90,canada,No,,NAN,,-1
2589279,82726,92,canada,No,,NAN,,-1
2589281,82726,92,canada,No,,NAN,,-1
2590515,75520,51,canada,No,,NAN,,-1
2591043,1043,88,canada,No,,NAN,,-1
2591044,1043,88,canada,No,,NAN,,-1
2591045,1043,88,canada,No,,NAN,,-1
2591917,16396,-1,canada,No,,NAN,,-1
2591918,16396,-1,canada,No,,NAN,,-1
2591977,87325,35,canada,No,,NAN,,-1
2591978,87325,35,canada,No,,NAN,,-1
2593781,91350,-1,canada,No,,NAN,,-1
2593782,91350,-1,canada,No,,NAN,,-1
2593783,91350,-1,canada,No,,NAN,,-1
2594209,139867,0,canada,No,,NAN,,-1
2595578,1120,36,canada,No,,NAN,,-1
2595713,10402,-1,canada,No,,NAN,,-1
2595714,10402,-1,canada,No,,NAN,,-1
2596177,1043,88,canada,No,,NAN,,-1
2596223,1043,88,canada,No,,NAN,,-1
2596224,1043,88,canada,No,,NAN,,-1
2597053,91350,-1,canada,No,,NAN,,-1
2597055,91350,-1,canada,No,,NAN,,-1
2597056,91350,-1,canada,No,,NAN,,-1
2597341,10425,76,canada,Yes,76.9,B,97.9,1
2597342,10425,76,canada,No,,NAN,,-1
2597420,1043,88,canada,No,,NAN,,-1
2597421,1043,88,canada,No,,NAN,,-1
2598184,9452,31,canada,No,,NAN,,-1
2598584,82432,-1,canada,No,,NAN,,-1
2598819,4481,-1,canada,No,,NAN,,-1
2598822,4481,-1,canada,No,,NAN,,-1
2599216,80304,91,canada,No,,NAN,,-1
2599217,80304,91,canada,No,,NAN,,-1
2599218,80304,91,canada,No,,NAN,,-1
2599220,80304,91,canada,No,,NAN,,-1
2599469,1043,88,canada,No,,NAN,,-1
2599472,1043,88,canada,No,,NAN,,-1
2599586,60302,-1,canada,No,,NAN,,-1
2600192,9282,1,canada,No,,NAN,,-1
2600216,20708,7,canada,No,,NAN,,-1
2602961,36499,0,canada,No,,NAN,,-1
2603004,27618,76,canada,No,,NAN,,-1
2604279,75396,65,canada,No,,NAN,,-1
2604464,82432,-1,canada,No,,NAN,,-1
2604978,3884,-1,canada,No,,NAN,,-1
2604980,3884,-1,canada,No,,NAN,,-1
2604981,3884,-1,canada,No,,NAN,,-1
2605213,10476,-1,canada,No,,NAN,,-1
2605215,10476,-1,canada,No,,NAN,,-1
2605461,95578,66,canada,No,,NAN,,-1
2605462,95578,66,canada,No,,NAN,,-1
2605463,95578,66,canada,No,,NAN,,-1
2605591,1043,88,canada,No,,NAN,,-1
2605594,1043,88,canada,No,,NAN,,-1
2605615,1043,88,canada,No,,NAN,,-1
2605616,1043,88,canada,No,,NAN,,-1
2605618,1043,88,canada,No,,NAN,,-1
2606096,91740,66,canada,No,,NAN,,-1
2606097,91740,66,canada,No,,NAN,,-1
2606099,91740,66,canada,No,,NAN,,-1
2606406,8238,-1,canada,No,,NAN,,-1
2606407,8238,-1,canada,No,,NAN,,-1
2606408,8238,-1,canada,No,,NAN,,-1
2606579,9611,31,canada,No,,NAN,,-1
2606658,75362,-1,canada,No,,NAN,,-1
2607207,77310,1,canada,No,,NAN,,-1
2608108,87325,35,canada,No,,NAN,,-1
2608331,71390,31,canada,Yes,82.2,B,98.6,1
2608333,71390,31,canada,No,,NAN,,-1
2608359,15155,-1,canada,No,,NAN,,-1
2608360,15155,-1,canada,No,,NAN,,-1
2608361,15155,-1,canada,No,,NAN,,-1
2608380,15155,-1,canada,No,,NAN,,-1
2608383,15155,-1,canada,No,,NAN,,-1
2608432,18055,88,canada,No,,NAN,,-1
2608433,18055,88,canada,No,,NAN,,-1
2608434,18055,88,canada,No,,NAN,,-1
2608436,18055,88,canada,No,,NAN,,-1
2608437,18055,88,canada,No,,NAN,,-1
2608438,18055,88,canada,No,,NAN,,-1
2608612,1043,88,canada,No,,NAN,,-1
2608613,1043,88,canada,Yes,79.9,NOISE,90.6,0
2608683,77374,31,canada,No,,NAN,,-1
2608684,77374,31,canada,No,,NAN,,-1
2608800,1043,88,canada,No,,NAN,,-1
2608801,1043,88,canada,No,,NAN,,-1
2608802,1043,88,canada,No,,NAN,,-1
2608897,47403,92,canada,No,,NAN,,-1
2608898,47403,92,canada,No,,NAN,,-1
2608900,47403,92,canada,No,,NAN,,-1
2608918,95370,92,canada,No,,NAN,,-1
2609130,1043,88,canada,No,,NAN,,-1
2609131,1043,88,canada,No,,NAN,,-1
2609133,1043,88,canada,No,,NAN,,-1
2609293,9774,73,canada,Yes,60.3,NOISE,63.4,0
2609402,19211,2,canada,No,,NAN,,-1
2609403,19211,2,canada,No,,NAN,,-1
2609632,12635,-1,canada,Yes,72.6,NOISE,99.5,0
2609633,12635,-1,canada,No,,NAN,,-1
2609635,12635,-1,canada,No,,NAN,,-1
2610095,3884,-1,canada,No,,NAN,,-1
2610096,3884,-1,canada,No,,NAN,,-1
2610659,12685,66,canada,No,,NAN,,-1
2611167,4141,-1,canada,No,,NAN,,-1
2611537,9221,0,canada,No,,NAN,,-1
2611671,84154,3,canada,No,,NAN,,-1
2611717,18211,65,canada,No,,NAN,,-1
2612446,95562,76,canada,No,,NAN,,-1
2612498,45059,38,canada,No,,NAN,,-1
2612501,45059,38,canada,No,,NAN,,-1
2612973,1419,41,canada,No,,NAN,,-1
2613294,9282,1,canada,No,,NAN,,-1
2613296,9282,1,canada,No,,NAN,,-1
2614148,43277,-1,canada,No,,NAN,,-1
2614149,43277,-1,canada,No,,NAN,,-1
2614150,43277,-1,canada,No,,NAN,,-1
2614586,77291,81,canada,No,,NAN,,-1
2614587,77291,81,canada,No,,NAN,,-1
2614588,77291,81,canada,Yes,78.1,DM,68.7,-1
2615291,3555,82,canada,No,,NAN,,-1
2615292,3555,82,canada,No,,NAN,,-1
2615293,3555,82,canada,No,,NAN,,-1
2615363,48072,-1,canada,No,,NAN,,-1
2615365,48072,-1,canada,No,,NAN,,-1
2615366,48072,-1,canada,No,,NAN,,-1
2615978,22268,81,canada,No,,NAN,,-1
2616174,78503,65,canada,No,,NAN,,-1
2616175,78503,65,canada,No,,NAN,,-1
2617872,81136,-1,canada,No,,NAN,,-1
2617873,81136,-1,canada,No,,NAN,,-1
2617874,81136,-1,canada,No,,NAN,,-1
2618386,9377,91,canada,No,,NAN,,-1
2618388,9377,91,canada,No,,NAN,,-1
2618544,91350,-1,canada,No,,NAN,,-1
2618732,82184,92,canada,No,,NAN,,-1
2618735,82184,92,canada,No,,NAN,,-1
2618929,78747,31,canada,No,,NAN,,-1
2620293,76791,92,canada,No,,NAN,,-1
2620519,75362,-1,canada,No,,NAN,,-1
