image_id,hotel_id,chain_id,country_name,socket_detected,yolo_confidence,socket_class,class_confidence
3954002,47813,88,Australia,No,,,
3954003,47813,88,Australia,No,,,
3954004,47813,88,Australia,No,,,
3958029,4908,-1,Australia,No,,,
3958030,4908,-1,Australia,No,,,
3958032,4908,-1,Australia,No,,,
3958212,127487,-1,Australia,No,,,
3958213,127487,-1,Australia,No,,,
3960739,40600,-1,Australia,No,,,
3960740,40600,-1,Australia,No,,,
3961323,75115,-1,Australia,No,,,
2603897,11851,71,Austria,No,,,
2618574,20607,-1,Austria,No,,,
2667540,9099,3,Austria,No,,,
2667541,9099,3,Austria,No,,,
2676439,107112,-1,Austria,No,,,
2681882,39870,59,Austria,No,,,
2681885,39870,59,Austria,Yes,78.6,Noise,98.1
3872269,6883,-1,Austria,No,,,
3872270,6883,-1,Austria,No,,,
3872272,6883,-1,Austria,No,,,
3874113,19629,33,Austria,No,,,
3879842,20607,-1,Austria,No,,,
3879844,20607,-1,Austria,No,,,
3928810,6883,-1,Austria,No,,,
3942171,29505,59,Austria,No,,,
3946622,14679,-1,Austria,No,,,
3946623,14679,-1,Austria,No,,,
3946624,14679,-1,Austria,No,,,
3946922,14679,-1,Austria,Yes,60.2,Noise,99.1
3946924,14679,-1,Austria,No,,,
3946925,14679,-1,Austria,No,,,
3946928,14679,-1,Austria,No,,,
2657437,67507,2,Azerbaijan,No,,,
2657438,67507,2,Azerbaijan,No,,,
2653777,28569,-1,Bahrain,No,,,
2687190,112118,66,Bahrain,No,,,
2693630,114544,33,Bangladesh,No,,,
2652670,76849,-1,Belgium,No,,,
2652672,76849,-1,Belgium,No,,,
2652673,76849,-1,Belgium,No,,,
2671926,26523,-1,Belgium,No,,,
2671927,26523,-1,Belgium,Yes,83.3,F,60.6
2675379,93299,-1,Belgium,No,,,
2682934,17908,65,Belgium,No,,,
2684767,88622,76,Belgium,Yes,74.1,F,57.3
2690171,93757,45,Belgium,No,,,
2690173,93757,45,Belgium,Yes,81.4,F,96.6
3842962,74283,-1,Belgium,No,,,
3842963,74283,-1,Belgium,No,,,
3842964,74283,-1,Belgium,No,,,
3849402,26523,-1,Belgium,No,,,
3851488,14884,49,Belgium,No,,,
3851490,14884,49,Belgium,No,,,
3854659,46038,92,Belgium,No,,,
3854660,46038,92,Belgium,No,,,
3854661,46038,92,Belgium,No,,,
3857329,9509,-1,Belgium,No,,,
3857330,9509,-1,Belgium,No,,,
3857333,9509,-1,Belgium,No,,,
3857334,9509,-1,Belgium,No,,,
3865710,7437,2,Belgium,No,,,
3865711,7437,2,Belgium,No,,,
3874929,15635,-1,Belgium,No,,,
3874930,15635,-1,Belgium,No,,,
3874932,15635,-1,Belgium,No,,,
3883847,88622,76,Belgium,Yes,68.3,Noise,97.4
3883848,88622,76,Belgium,No,,,
3891180,76837,45,Belgium,No,,,
3891182,76837,45,Belgium,No,,,
3895581,23001,-1,Belgium,No,,,
3934482,87721,-1,Belgium,No,,,
3934484,87721,-1,Belgium,No,,,
3934485,87721,-1,Belgium,No,,,
3934486,87721,-1,Belgium,No,,,
3934488,87721,-1,Belgium,No,,,
3940527,37801,-1,Belgium,Yes,76.4,F,98.0
3940530,37801,-1,Belgium,No,,,
3948328,76576,-1,Belgium,No,,,
3948329,76576,-1,Belgium,No,,,
3948330,76576,-1,Belgium,No,,,
3957705,76580,-1,Belgium,No,,,
3957706,76580,-1,Belgium,No,,,
2590456,63342,-1,Brazil,No,,,
2590457,63342,-1,Brazil,No,,,
2590458,63342,-1,Brazil,No,,,
2616851,38986,46,Brazil,No,,,
2616852,38986,46,Brazil,No,,,
2616853,38986,46,Brazil,Yes,70.5,Noise,68.3
2616854,38986,46,Brazil,No,,,
2622390,24938,-1,Brazil,No,,,
2622391,24938,-1,Brazil,No,,,
2622413,24938,-1,Brazil,No,,,
2622414,24938,-1,Brazil,No,,,
2622416,24938,-1,Brazil,No,,,
2636209,56540,-1,Brazil,No,,,
2636210,56540,-1,Brazil,No,,,
2656390,15760,76,Brazil,No,,,
2656392,15760,76,Brazil,No,,,
2656393,15760,76,Brazil,No,,,
2665759,11973,-1,Brazil,No,,,
2665761,11973,-1,Brazil,No,,,
2673020,2173,-1,Brazil,No,,,
2680581,39444,59,Brazil,No,,,
2680583,39444,59,Brazil,Yes,77.7,DM,56.4
3884885,39405,3,Brazil,No,,,
3911731,62064,-1,Brazil,No,,,
3911733,62064,-1,Brazil,No,,,
3912530,39444,59,Brazil,No,,,
3912532,39444,59,Brazil,No,,,
3927457,47015,-1,Brazil,Yes,71.5,Noise,54.4
3927458,47015,-1,Brazil,No,,,
3927459,47015,-1,Brazil,No,,,
3940929,14707,-1,Brazil,No,,,
3940931,14707,-1,Brazil,No,,,
3941940,2363,-1,Brazil,No,,,
3941941,2363,-1,Brazil,Yes,63.0,B,38.3
5998830,3032,65,Brunei,No,,,
5998831,3032,65,Brunei,Yes,80.1,DM,88.9
5998832,3032,65,Brunei,No,,,
5998833,3032,65,Brunei,No,,,
5998837,3032,65,Brunei,No,,,
5998838,3032,65,Brunei,No,,,
2661702,17305,73,Bulgaria,No,,,
2661703,17305,73,Bulgaria,No,,,
3861131,21782,-1,Bulgaria,Yes,66.5,F,99.4
3861133,21782,-1,Bulgaria,No,,,
3861134,21782,-1,Bulgaria,No,,,
3915378,26607,-1,Bulgaria,No,,,
3915379,26607,-1,Bulgaria,No,,,
3915380,26607,-1,Bulgaria,No,,,
3915383,26607,-1,Bulgaria,No,,,
3915384,26607,-1,Bulgaria,No,,,
3920656,48492,0,Bulgaria,No,,,
3920657,48492,0,Bulgaria,No,,,
3920658,48492,0,Bulgaria,No,,,
2589648,96676,-1,Cambodia,No,,,
2589649,96676,-1,Cambodia,No,,,
2589651,96676,-1,Cambodia,No,,,
2595786,73724,-1,Cambodia,No,,,
2600743,110774,-1,Cambodia,No,,,
2600744,110774,-1,Cambodia,No,,,
2600745,110774,-1,Cambodia,No,,,
2604960,47468,-1,Cambodia,No,,,
2604962,47468,-1,Cambodia,No,,,
2608881,50305,-1,Cambodia,No,,,
2621683,49103,-1,Cambodia,No,,,
2636867,47468,-1,Cambodia,No,,,
2636868,47468,-1,Cambodia,No,,,
2636869,47468,-1,Cambodia,No,,,
2639621,132376,-1,Cambodia,No,,,
2639622,132376,-1,Cambodia,No,,,
2639623,132376,-1,Cambodia,No,,,
2675643,78232,-1,Cambodia,No,,,
2683027,50305,-1,Cambodia,No,,,
2683028,50305,-1,Cambodia,No,,,
2691023,85285,-1,Cambodia,Yes,64.8,Noise,78.8
3865150,73165,23,Cambodia,No,,,
3865151,73165,23,Cambodia,Yes,77.1,B,49.7
3865152,73165,23,Cambodia,No,,,
3902185,67237,-1,Cambodia,No,,,
3902187,67237,-1,Cambodia,No,,,
3902188,67237,-1,Cambodia,No,,,
3904642,74758,-1,Cambodia,No,,,
3904643,74758,-1,Cambodia,No,,,
3904644,74758,-1,Cambodia,No,,,
3904646,74758,-1,Cambodia,No,,,
3908552,67641,-1,Cambodia,No,,,
3908555,67641,-1,Cambodia,No,,,
3914296,48701,-1,Cambodia,No,,,
3914297,48701,-1,Cambodia,No,,,
3914298,48701,-1,Cambodia,Yes,83.2,DM,69.3
3927857,92858,-1,Cambodia,No,,,
3927858,92858,-1,Cambodia,Yes,76.4,Noise,99.8
3927859,92858,-1,Cambodia,No,,,
2588903,75207,90,Canada,No,,,
2589279,82726,92,Canada,No,,,
2589281,82726,92,Canada,No,,,
2590515,75520,51,Canada,No,,,
2591043,1043,88,Canada,No,,,
2591044,1043,88,Canada,No,,,
2591045,1043,88,Canada,No,,,
2591917,16396,-1,Canada,No,,,
2591918,16396,-1,Canada,No,,,
2591977,87325,35,Canada,No,,,
2591978,87325,35,Canada,No,,,
2593781,91350,-1,Canada,No,,,
2593782,91350,-1,Canada,No,,,
2593783,91350,-1,Canada,No,,,
2594209,139867,0,Canada,No,,,
2595578,1120,36,Canada,No,,,
2595713,10402,-1,Canada,No,,,
2595714,10402,-1,Canada,No,,,
2596177,1043,88,Canada,No,,,
2596223,1043,88,Canada,No,,,
2596224,1043,88,Canada,No,,,
2597053,91350,-1,Canada,No,,,
2597055,91350,-1,Canada,No,,,
2597056,91350,-1,Canada,No,,,
2597341,10425,76,Canada,Yes,76.9,B,97.9
2597342,10425,76,Canada,No,,,
2597420,1043,88,Canada,No,,,
2597421,1043,88,Canada,No,,,
2598184,9452,31,Canada,No,,,
2598584,82432,-1,Canada,No,,,
2598819,4481,-1,Canada,No,,,
2598822,4481,-1,Canada,No,,,
2599216,80304,91,Canada,No,,,
2599217,80304,91,Canada,No,,,
2599218,80304,91,Canada,No,,,
2599220,80304,91,Canada,No,,,
2599469,1043,88,Canada,No,,,
2599472,1043,88,Canada,No,,,
2599586,60302,-1,Canada,No,,,
2600192,9282,1,Canada,No,,,
2600216,20708,7,Canada,No,,,
2602961,36499,0,Canada,No,,,
2603004,27618,76,Canada,No,,,
2604279,75396,65,Canada,No,,,
2604464,82432,-1,Canada,No,,,
2604978,3884,-1,Canada,No,,,
2604980,3884,-1,Canada,No,,,
2604981,3884,-1,Canada,No,,,
2605213,10476,-1,Canada,No,,,
2605215,10476,-1,Canada,No,,,
2605461,95578,66,Canada,No,,,
2605462,95578,66,Canada,No,,,
2605463,95578,66,Canada,No,,,
2605591,1043,88,Canada,No,,,
2605594,1043,88,Canada,No,,,
2605615,1043,88,Canada,No,,,
2605616,1043,88,Canada,No,,,
2605618,1043,88,Canada,No,,,
2606096,91740,66,Canada,No,,,
2606097,91740,66,Canada,No,,,
2606099,91740,66,Canada,No,,,
2606406,8238,-1,Canada,No,,,
2606407,8238,-1,Canada,No,,,
2606408,8238,-1,Canada,No,,,
2606579,9611,31,Canada,No,,,
2606658,75362,-1,Canada,No,,,
2607207,77310,1,Canada,No,,,
2608108,87325,35,Canada,No,,,
2608331,71390,31,Canada,Yes,82.2,B,98.6
2608333,71390,31,Canada,No,,,
2608359,15155,-1,Canada,No,,,
2608360,15155,-1,Canada,No,,,
2608361,15155,-1,Canada,No,,,
2608380,15155,-1,Canada,No,,,
2608383,15155,-1,Canada,No,,,
2608432,18055,88,Canada,No,,,
2608433,18055,88,Canada,No,,,
2608434,18055,88,Canada,No,,,
2608436,18055,88,Canada,No,,,
2608437,18055,88,Canada,No,,,
2608438,18055,88,Canada,No,,,
2608612,1043,88,Canada,No,,,
2608613,1043,88,Canada,Yes,79.9,Noise,90.6
2608683,77374,31,Canada,No,,,
2608684,77374,31,Canada,No,,,
2608800,1043,88,Canada,No,,,
2608801,1043,88,Canada,No,,,
2608802,1043,88,Canada,No,,,
2608897,47403,92,Canada,No,,,
2608898,47403,92,Canada,No,,,
2608900,47403,92,Canada,No,,,
2608918,95370,92,Canada,No,,,
2609130,1043,88,Canada,No,,,
2609131,1043,88,Canada,No,,,
2609133,1043,88,Canada,No,,,
2609293,9774,73,Canada,Yes,60.3,Noise,63.4
2609402,19211,2,Canada,No,,,
2609403,19211,2,Canada,No,,,
2609632,12635,-1,Canada,Yes,72.6,Noise,99.5
2609633,12635,-1,Canada,No,,,
2609635,12635,-1,Canada,No,,,
2610095,3884,-1,Canada,No,,,
2610096,3884,-1,Canada,No,,,
2610659,12685,66,Canada,No,,,
2611167,4141,-1,Canada,No,,,
2611537,9221,0,Canada,No,,,
2611671,84154,3,Canada,No,,,
2611717,18211,65,Canada,No,,,
2612446,95562,76,Canada,No,,,
2612498,45059,38,Canada,No,,,
2612501,45059,38,Canada,No,,,
2612973,1419,41,Canada,No,,,
2613294,9282,1,Canada,No,,,
2613296,9282,1,Canada,No,,,
2614148,43277,-1,Canada,No,,,
2614149,43277,-1,Canada,No,,,
2614150,43277,-1,Canada,No,,,
2614586,77291,81,Canada,No,,,
2614587,77291,81,Canada,No,,,
2614588,77291,81,Canada,Yes,78.1,DM,68.7
2615291,3555,82,Canada,No,,,
2615292,3555,82,Canada,No,,,
2615293,3555,82,Canada,No,,,
2615363,48072,-1,Canada,No,,,
2615365,48072,-1,Canada,No,,,
2615366,48072,-1,Canada,No,,,
2615978,22268,81,Canada,No,,,
2616174,78503,65,Canada,No,,,
2616175,78503,65,Canada,No,,,
2617872,81136,-1,Canada,No,,,
2617873,81136,-1,Canada,No,,,
2617874,81136,-1,Canada,No,,,
2618386,9377,91,Canada,No,,,
2618388,9377,91,Canada,No,,,
2618544,91350,-1,Canada,No,,,
2618732,82184,92,Canada,No,,,
2618735,82184,92,Canada,No,,,
2618929,78747,31,Canada,No,,,
2620293,76791,92,Canada,No,,,
2620519,75362,-1,Canada,No,,,
2620520,75362,-1,Canada,No,,,
2620522,75362,-1,Canada,No,,,
2621790,5521,50,Canada,No,,,
2621793,5521,50,Canada,No,,,
2622478,35815,-1,Canada,No,,,
2622479,35815,-1,Canada,No,,,
2622914,76693,35,Canada,No,,,
2622916,76693,35,Canada,Yes,82.6,B,50.4
2622939,120374,92,Canada,Yes,82.1,Noise,84.5
2623225,80304,91,Canada,No,,,
2623813,73247,76,Canada,No,,,
2624458,19211,2,Canada,No,,,
2624460,19211,2,Canada,No,,,
2624466,19211,2,Canada,No,,,
2624467,19211,2,Canada,No,,,
2624469,19211,2,Canada,No,,,
2624616,2352,31,Canada,No,,,
2624618,2352,31,Canada,No,,,
2624619,2352,31,Canada,No,,,
2624870,78840,-1,Canada,No,,,
2625733,18567,88,Canada,No,,,
2625734,18567,88,Canada,No,,,
2626310,8985,88,Canada,No,,,
2626311,8985,88,Canada,No,,,
2626313,8985,88,Canada,No,,,
2626646,621,82,Canada,No,,,
2626648,621,82,Canada,No,,,
2626862,7006,31,Canada,Yes,77.3,B,98.5
2626863,7006,31,Canada,No,,,
2626967,119506,88,Canada,No,,,
2626968,119506,88,Canada,No,,,
2626970,119506,88,Canada,No,,,
2627651,12937,57,Canada,No,,,
2627805,87830,3,Canada,No,,,
2627806,87830,3,Canada,No,,,
2627808,87830,3,Canada,No,,,
2628332,67952,-1,Canada,No,,,
2628333,67952,-1,Canada,No,,,
2628334,67952,-1,Canada,No,,,
2628888,81236,0,Canada,No,,,
2628889,81236,0,Canada,No,,,
2629173,22344,88,Canada,No,,,
2629174,22344,88,Canada,No,,,
2629565,3884,-1,Canada,No,,,
2632027,2642,89,Canada,No,,,
2632458,74980,2,Canada,No,,,
2632459,74980,2,Canada,No,,,
2633454,3155,91,Canada,Yes,82.8,B,100.0
2635010,75520,51,Canada,No,,,
2635011,75520,51,Canada,No,,,
2635363,20708,7,Canada,No,,,
2635365,20708,7,Canada,No,,,
2635366,20708,7,Canada,No,,,
2635819,2910,31,Canada,No,,,
2635820,2910,31,Canada,No,,,
2635841,22708,84,Canada,No,,,
2636420,75051,80,Canada,No,,,
2637004,80581,-1,Canada,No,,,
2637489,120884,-1,Canada,No,,,
2637490,120884,-1,Canada,No,,,
2638191,90841,-1,Canada,No,,,
2638192,90841,-1,Canada,No,,,
2638194,90841,-1,Canada,No,,,
2639098,92122,76,Canada,No,,,
2639100,92122,76,Canada,No,,,
2639973,75412,31,Canada,No,,,
2639974,75412,31,Canada,No,,,
2646255,75500,66,Canada,No,,,
2646257,75500,66,Canada,No,,,
2646340,79870,-1,Canada,No,,,
2646342,79870,-1,Canada,No,,,
2646434,74034,84,Canada,No,,,
2646649,73414,91,Canada,No,,,
2646690,30314,77,Canada,No,,,
2647256,15451,35,Canada,No,,,
2648717,9281,54,Canada,No,,,
2648719,9281,54,Canada,No,,,
2648720,9281,54,Canada,No,,,
2649568,18010,-1,Canada,Yes,79.7,Noise,98.1
2649570,18010,-1,Canada,No,,,
2649591,8149,65,Canada,No,,,
2650380,2501,76,Canada,No,,,
2651621,4635,90,Canada,No,,,
2651622,4635,90,Canada,No,,,
2651624,4635,90,Canada,No,,,
2651862,91350,-1,Canada,No,,,
2651863,91350,-1,Canada,Yes,74.9,Noise,89.5
2651865,91350,-1,Canada,No,,,
2652202,5283,35,Canada,No,,,
2652203,5283,35,Canada,No,,,
2652204,5283,35,Canada,No,,,
2652431,71390,31,Canada,No,,,
2652432,71390,31,Canada,Yes,82.7,B,87.7
2652438,89697,-1,Canada,No,,,
2652439,89697,-1,Canada,No,,,
2652441,89697,-1,Canada,No,,,
2654498,6200,-1,Canada,No,,,
2654499,6200,-1,Canada,No,,,
2654588,82354,90,Canada,No,,,
2654591,82354,90,Canada,No,,,
2654832,11637,31,Canada,No,,,
2654833,11637,31,Canada,No,,,
2654834,11637,31,Canada,No,,,
2654840,73247,76,Canada,No,,,
2654841,73247,76,Canada,No,,,
2655270,22268,81,Canada,No,,,
2655416,12429,35,Canada,No,,,
2656448,77374,31,Canada,No,,,
2656554,76618,3,Canada,No,,,
2656555,76618,3,Canada,No,,,
2656556,76618,3,Canada,Yes,73.4,Noise,25.8
2657454,12407,92,Canada,No,,,
2657813,5272,-1,Canada,No,,,
2657960,81107,-1,Canada,No,,,
2659423,25261,92,Canada,No,,,
2660730,7006,31,Canada,No,,,
2660731,7006,31,Canada,No,,,
2661098,31834,73,Canada,No,,,
2661317,89440,81,Canada,No,,,
2662162,27348,77,Canada,No,,,
2662518,128120,0,Canada,No,,,
2662519,128120,0,Canada,No,,,
2662520,128120,0,Canada,No,,,
2662992,19086,84,Canada,No,,,
2662995,19086,84,Canada,Yes,69.9,Noise,87.1
2663288,124077,92,Canada,No,,,
2663375,91350,-1,Canada,No,,,
2663388,41175,33,Canada,No,,,
2663391,41175,33,Canada,No,,,
2663572,5521,50,Canada,No,,,
2663574,5521,50,Canada,No,,,
2663575,5521,50,Canada,No,,,
2665471,18801,2,Canada,No,,,
2665473,18801,2,Canada,No,,,
2665533,15544,-1,Canada,No,,,
2666232,27379,-1,Canada,No,,,
2666233,27379,-1,Canada,No,,,
2666235,27379,-1,Canada,No,,,
2666788,98888,92,Canada,No,,,
2666789,98888,92,Canada,No,,,
2666790,98888,92,Canada,No,,,
2667934,84626,90,Canada,No,,,
2669238,78625,59,Canada,No,,,
